     0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100    101    102    103    104    105    106    107    108    109    110    111    112    113    114    115    116    117    118    119    120    121    122    123    124    125    126    127    128    129    130    131    132    133    134    135    136    137    138    139    140    141    142    143    144    145    146    147    148    149    150    151    152    153    154    155    156    157    158    159    160    161    162    163    164    165    166    167 
0 1.15e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1.15e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 1.15e+09 2.514e+05 44.07 5.348e+06 1.261e+08 7.403e+06 1.62e+05 1.622e+05 1.622e+05 2.402e+05 130.5 579.2 2.33e+07 6331 2.515e+08 2.136e+08 2.168e-40 8.881e-36 3.688e+15 2.085e+15 1.712e+15 8.509e+14 3.021e+15 1.818e+15 1.124e+15 4.389e+14 3.155e+15 6.957e+14 0.2526 5.631e+07 4.305e+07 1.237e+07 1.511e+05 4009 4010 4011 4014 1.289e+06 1.618e+08 2.225e+05 5.607e+06 3.185e+07 5946 5949 5953 1.215e-15 0.05905 8953 2.298e+08 2.09 1.124e+07 1.097e-46 4.494e-42 4.483e+06 1.623e+06 7.695e+05 1.623e+06 2.777e+06 7.695e+05 1.496e+06 1.475e+06 1.304e+06 1.656e+05 1.98e+08 1.001e-85 4.129e-46 2.191e+08 1.649e+06 1.009e+05 6.01e+04 5.847e+05 2.003e+08 1.141e+05 6052 4016 4017 13.76 5.205e+07 3.592e-103 3.309e-49 130.8 40.3 107 1.889 40.3 63.59 1.16e-22 2.387e-09 2.875e+04 2.356e+07 4014 4019 1.691e-41 5.477e+08 6.582e+04 4.232e+04 7.891e+05 1.12e+05 7.764e+05 9.702e+04 5.205e+08 2.268e+05 4.891e+04 1.074e+05 4015 1.676e+06 1.92e+08 9.383e+04 4020 1.323e+05 5.209e+06 4.727e+05 79.22 50.63 5.414 8.334 0.002785 0.02984 7.955 1.406e+06 3.432e+05 776.7 6.447e+07 5.713e+08 1.951e+07 3.392e+04 1988 3.307e+04 3.602e+06 1.308e-21 5.491e-21 9.133 4987 1.229e+04 4.961e+05 4.961e+05 77.11 7.462e+05 1.148e-54 4.638e-53 1.149e-54 1.148e-54 3.834e+08 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 2.017e+05 -0 1.533 -0 -0 -0 414.1 -0 -0 2.576e+04 -0 2.29e+04 -0 1.365e-05 -0 
3 1.15e+09 1.706e+05 87.5 4.388e+06 7.227e+07 5.995e+06 1.205e+05 1.203e+05 1.203e+05 1.808e+05 262.1 468.3 1.439e+07 4282 1.299e+08 1.462e+08 4.304e-40 7.184e-36 2.474e+15 1.426e+15 1.146e+15 5.692e+14 2.027e+15 1.218e+15 7.517e+14 2.935e+14 2.117e+15 4.654e+14 0.1289 4.554e+07 2.946e+07 1.003e+07 1.037e+05 2697 2696 2695 2693 1.043e+06 9.269e+07 1.625e+05 4.54e+06 2.579e+07 4046 4043 4040 2.067e-15 0.1199 6203 1.419e+08 1.429 5.873e+06 2.202e-46 3.677e-42 3.042e+06 1.123e+06 5.207e+05 1.1e+06 1.92e+06 5.207e+05 1.012e+06 9.98e+05 8.82e+05 1.354e+05 1.37e+08 5.891e-85 6.965e-46 1.258e+08 1.337e+06 7.367e+04 4.395e+04 4.735e+05 1.139e+08 7.872e+04 4142 2691 2690 11.11 3.213e+07 7.783e-103 7.943e-49 260.3 79.99 212.5 3.75 79.97 126.2 1.973e-22 3.616e-09 1.968e+04 1.35e+07 2693 2689 1.172e-41 3.147e+08 4.518e+04 3.096e+04 5.761e+05 8.19e+04 5.666e+05 7.084e+04 2.988e+08 1.555e+05 3.353e+04 7.352e+04 2692 1.356e+06 1.099e+08 6.419e+04 2688 5.155e+04 2.985e+06 3.45e+05 64.81 44.76 4.481 6.102 0.002262 0.02089 5.809 1.161e+06 2.323e+05 444.8 4.314e+07 3.237e+08 1.093e+07 2.443e+04 1215 1.998e+04 1.843e+06 8.949e-22 1.089e-20 4.66 3373 8480 3.691e+05 3.691e+05 62.31 2.908e+05 2.283e-54 1.021e-52 2.281e-54 2.285e-54 2.203e+08 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 1.654e+05 -0 1.253 -0 -0 -0 290.2 -0 -0 1.608e+04 -0 1.895e+04 -0 1.117e-05 -0 
4 1.151e+09 1.153e+05 2.673e+04 3.587e+06 4.192e+07 4.875e+06 8.945e+04 8.945e+04 8.945e+04 1.358e+05 8.104e+04 379.1 8.837e+06 2899 6.673e+07 1.001e+08 1.321e-37 5.814e-36 1.652e+15 9.328e+14 7.663e+14 3.808e+14 1.354e+15 8.142e+14 5.029e+14 1.964e+14 1.411e+15 3.113e+14 0.06547 3.694e+07 2.018e+07 8.107e+06 7.093e+04 1799 1798 1798 1799 8.441e+05 5.376e+07 1.189e+05 3.692e+06 2.097e+07 2730 2730 2730 5.475e-13 37.52 4353 8.717e+07 0.9793 3.053e+06 6.857e-44 3.011e-42 2.056e+06 7.431e+05 3.525e+05 7.441e+05 1.271e+06 3.525e+05 6.853e+05 6.755e+05 5.972e+05 1.117e+05 9.497e+07 8.321e-80 2.08e-43 7.29e+07 1.081e+06 5.39e+04 3.214e+04 3.851e+05 6.668e+07 5.352e+04 2837 1798 1799 9.145 1.974e+07 2.602e-100 2.936e-46 7.944e+04 2.444e+04 6.493e+04 1146 2.444e+04 3.857e+04 5.227e-20 8.387e-07 1.348e+04 7.831e+06 1799 1798 8.222e-42 1.823e+08 3.09e+04 2.263e+04 4.217e+05 5.989e+04 4.148e+05 5.185e+04 1.731e+08 1.064e+05 2.294e+04 5.036e+04 1799 1.097e+06 6.379e+07 4.398e+04 1798 1.987e+04 1.731e+06 2.525e+05 53.08 39.61 3.713 4.46 0.001827 0.01465 4.251 8.991e+05 1.575e+05 255.1 2.89e+07 1.858e+08 6.121e+06 1.772e+04 744.5 1.21e+04 9.565e+05 6.13e-22 3.345e-18 2.367 2284 5502 2.74e+05 2.74e+05 50.83 1.121e+05 6.971e-52 3.467e-50 6.971e-52 6.971e-52 1.276e+08 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 1.351e+05 -0 1.026 -0 -0 -0 205.9 -0 -0 9986 -0 1.568e+04 -0 9.138e-06 -0 
5 1.151e+09 7.812e+04 1.478e+05 2.94e+06 2.49e+07 3.963e+06 6.642e+04 6.642e+04 6.642e+04 1.02e+05 4.536e+05 307.1 5.541e+06 1964 3.499e+07 6.869e+07 7.267e-37 4.711e-36 1.106e+15 6.249e+14 5.127e+14 2.548e+14 9.057e+14 5.448e+14 3.365e+14 1.314e+14 9.454e+14 2.083e+14 0.0339 2.986e+07 1.385e+07 6.568e+06 4.867e+04 1203 1203 1203 1203 6.839e+05 3.194e+07 8.708e+04 3.001e+06 1.705e+07 1847 1847 1847 2.687e-12 212.7 3131 5.466e+07 0.672 1.622e+06 3.811e-43 2.471e-42 1.393e+06 5.042e+05 2.388e+05 5.042e+05 8.624e+05 2.388e+05 4.644e+05 4.577e+05 4.047e+05 9.104e+04 6.6e+07 3.753e-78 9.1e-43 4.33e+07 8.754e+05 3.949e+04 2.354e+04 3.13e+05 3.958e+07 3.674e+04 1947 1203 1203 7.296 1.238e+07 1.574e-99 1.965e-45 4.391e+05 1.351e+05 3.589e+05 6333 1.351e+05 2.132e+05 2.565e-19 3.588e-06 9248 4.652e+06 1203 1203 5.915e-42 1.083e+08 2.12e+04 1.658e+04 3.088e+05 4.386e+04 3.038e+05 3.797e+04 1.028e+08 7.301e+04 1.574e+04 3.456e+04 1203 8.891e+05 3.789e+07 3.018e+04 1203 7962 1.028e+06 1.85e+05 43.55 35.13 3.085 3.266 0.00148 0.01031 3.114 7.227e+05 1.07e+05 146.9 1.94e+07 1.093e+08 3.435e+06 1.285e+04 457.4 7341 5.087e+05 4.206e-22 1.84e-17 1.226 1547 3686 2.034e+05 2.034e+05 40.89 4.491e+04 3.853e-51 2.127e-49 3.853e-51 3.853e-51 7.578e+07 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 1.105e+05 -0 0.839 -0 -0 -0 149.6 -0 -0 6322 -0 1.299e+04 -0 7.476e-06 -0 
6 1.151e+09 5.302e+04 3.59e+05 2.412e+06 1.533e+07 3.222e+06 4.93e+04 4.93e+04 4.93e+04 7.652e+04 1.118e+06 249.2 3.583e+06 1333 1.893e+07 4.73e+07 1.761e-36 3.823e-36 7.398e+14 4.182e+14 3.431e+14 1.705e+14 6.06e+14 3.645e+14 2.252e+14 8.792e+13 6.326e+14 1.394e+14 0.01808 2.421e+07 9.534e+06 5.33e+06 3.351e+04 805.2 805.2 805.2 805.2 5.55e+05 1.967e+07 6.383e+04 2.44e+06 1.386e+07 1250 1250 1250 6.007e-12 531.6 2339 3.535e+07 0.4626 8.897e+05 9.359e-43 2.034e-42 9.456e+05 3.422e+05 1.621e+05 3.422e+05 5.854e+05 1.621e+05 3.152e+05 3.107e+05 2.747e+05 7.49e+04 4.609e+07 3.291e-77 2.016e-42 2.667e+07 7.104e+05 2.895e+04 1.726e+04 2.545e+05 2.438e+07 2.529e+04 1340 805.2 805.2 5.917 8.005e+06 4.189e-99 5.79e-45 1.067e+06 3.282e+05 8.718e+05 1.538e+04 3.282e+05 5.179e+05 5.734e-19 6.945e-06 6367 2.865e+06 805.2 805.2 4.417e-42 6.667e+07 1.46e+04 1.215e+04 2.264e+05 3.215e+04 2.227e+05 2.783e+04 6.333e+07 5.026e+04 1.084e+04 2.379e+04 805.2 7.215e+05 2.333e+07 2.078e+04 805.2 3384 6.333e+05 1.356e+05 35.85 31.23 2.576 2.394 0.001201 0.007305 2.282 5.819e+05 7.31e+04 85.1 1.306e+07 6.68e+07 1.935e+06 9348 282.2 4465 2.807e+05 2.895e-22 4.459e-17 0.6536 1050 2466 1.51e+05 1.51e+05 33.17 1.908e+04 9.359e-51 5.73e-49 9.359e-51 9.359e-51 4.667e+07 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 9.039e+04 -0 0.6864 -0 -0 -0 112.6 -0 -0 4121 -0 1.078e+04 -0 6.115e-06 -0 
7 1.152e+09 3.609e+04 6.048e+05 1.982e+06 9.88e+06 2.62e+06 3.658e+04 3.658e+04 3.658e+04 5.735e+04 1.916e+06 202.7 2.414e+06 907.4 1.067e+07 3.275e+07 2.966e-36 3.11e-36 4.951e+14 2.798e+14 2.296e+14 1.141e+14 4.056e+14 2.44e+14 1.507e+14 5.884e+13 4.233e+14 9.328e+13 0.01002 1.969e+07 6.598e+06 4.336e+06 2.319e+04 538.9 538.9 538.9 538.9 4.515e+05 1.267e+07 4.682e+04 1.985e+06 1.127e+07 844.9 844.9 844.9 9.744e-12 926.3 1832 2.381e+07 0.3201 5.098e+05 1.604e-42 1.683e-42 6.436e+05 2.329e+05 1.103e+05 2.329e+05 3.985e+05 1.103e+05 2.145e+05 2.115e+05 1.87e+05 6.199e+04 3.245e+07 1.397e-76 3.285e-42 1.718e+07 5.779e+05 2.123e+04 1.266e+04 2.07e+05 1.571e+07 1.75e+04 927.7 538.9 538.9 4.814 5.391e+06 7.736e-99 1.186e-44 1.797e+06 5.53e+05 1.469e+06 2.592e+04 5.53e+05 8.727e+05 9.302e-19 9.689e-06 4406 1.846e+06 538.9 538.9 3.459e-42 4.296e+07 1.01e+04 8913 1.661e+05 2.358e+04 1.633e+05 2.042e+04 4.081e+07 3.479e+04 7502 1.647e+04 538.9 5.869e+05 1.504e+07 1.438e+04 538.9 1552 4.081e+05 9.945e+04 29.66 27.84 2.167 1.756 0.000977 0.005228 1.674 4.706e+05 5.03e+04 49.83 8.84e+06 4.28e+07 1.096e+06 6818 175.1 2725 1.622e+05 2.004e-22 7.514e-17 0.3621 714.8 1650 1.12e+05 1.12e+05 26.98 8756 1.577e-50 1.07e-48 1.577e-50 1.577e-50 3.007e+07 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 7.394e+04 -0 0.5614 -0 -0 -0 88.7 -0 -0 2792 -0 8972 -0 5.003e-06 -0 
8 1.152e+09 2.467e+04 8.265e+05 1.63e+06 6.682e+06 2.132e+06 2.713e+04 2.713e+04 2.713e+04 4.287e+04 2.674e+06 194.8 1.699e+06 730.5 6.291e+06 2.286e+07 4.056e-36 2.537e-36 3.314e+14 1.873e+14 1.537e+14 7.636e+13 2.714e+14 1.633e+14 1.008e+14 3.938e+13 2.833e+14 6.243e+13 0.005784 1.607e+07 4.601e+06 3.538e+06 1.617e+04 360.6 360.7 360.7 360.6 3.684e+05 8.57e+06 3.437e+04 1.615e+06 9.17e+06 569.8 569.8 569.8 1.346e-11 1319 1510 1.676e+07 0.2629 3.067e+05 2.241e-42 1.402e-42 4.4e+05 1.592e+05 7.542e+04 1.592e+05 2.724e+05 7.542e+04 1.467e+05 1.446e+05 1.278e+05 5.167e+04 2.31e+07 3.903e-76 4.551e-42 1.162e+07 4.715e+05 1.559e+04 9292 1.684e+05 1.062e+07 1.22e+04 646.8 360.7 360.6 4.627 3.795e+06 1.16e-98 1.975e-44 2.456e+06 7.556e+05 2.007e+06 3.542e+04 7.556e+05 1.193e+06 1.284e-18 1.142e-05 3072 1.248e+06 360.6 360.6 2.852e-42 2.905e+07 7043 6543 1.219e+05 1.731e+04 1.199e+05 1.499e+04 2.76e+07 2.425e+04 5231 1.148e+04 360.6 4.789e+05 1.017e+07 1.003e+04 360.6 773.4 2.76e+05 7.3e+04 24.72 24.92 1.842 1.289 0.0007971 0.003797 1.229 3.83e+05 3.498e+04 29.61 6.027e+06 2.887e+07 5.956e+05 4992 109.6 1672 9.842e+04 1.397e-22 1.21e-16 0.2462 575.5 1105 8.31e+04 8.31e+04 25.93 4362 2.155e-50 1.621e-48 2.155e-50 2.155e-50 2.034e+07 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 6.049e+04 -0 0.541 -0 -0 -0 73.33 -0 -0 1970 -0 7497 -0 4.093e-06 -0 
9 1.152e+09 1.696e+04 9.865e+05 1.34e+06 4.724e+06 1.735e+06 2.012e+04 2.012e+04 2.012e+04 3.191e+04 3.278e+06 4.026e+04 1.262e+06 1.267e+05 3.923e+06 1.614e+07 4.845e-36 2.078e-36 2.218e+14 1.254e+14 1.029e+14 5.111e+13 1.817e+14 1.093e+14 6.75e+13 2.636e+13 1.897e+14 4.179e+13 0.003512 1.317e+07 3.238e+06 2.898e+06 1.138e+04 241.4 241.4 241.4 241.4 3.017e+05 6.058e+06 2.525e+04 1.314e+06 7.463e+06 382.9 382.9 382.9 1.696e-11 1655 1306 1.245e+07 46.68 1.958e+05 2.75e-42 1.18e-42 3.025e+05 1.095e+05 5.186e+04 1.095e+05 1.873e+05 5.186e+04 1.008e+05 9.939e+04 8.787e+04 4.347e+04 1.67e+07 8.321e-76 5.747e-42 8.215e+06 3.862e+05 1.145e+04 6826 1.37e+05 7.509e+06 8590 455.2 241.4 241.4 956.4 2.82e+06 1.519e-98 2.885e-44 2.931e+06 9.02e+05 2.396e+06 4.228e+04 9.02e+05 1.423e+06 1.619e-18 1.237e-05 2162 8.825e+05 241.4 241.4 2.467e-42 2.054e+07 4957 4807 8.955e+04 1.272e+04 8.808e+04 1.101e+04 1.951e+07 1.707e+04 3681 8080 241.4 3.922e+05 7.188e+06 7056 241.4 425.9 1.951e+05 5.363e+04 20.8 22.4 1.586 0.947 0.0006529 0.00281 0.9028 3.14e+05 2.465e+04 17.93 4.148e+06 2.043e+07 3.61e+05 3671 69.24 1032 6.247e+04 9.832e-23 3.647e-14 37.72 9.982e+04 739.4 6.162e+04 6.162e+04 5359 2402 2.572e-50 2.144e-48 2.572e-50 2.572e-50 1.438e+07 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 4.949e+04 -0 111.7 -0 -0 -0 63.37 -0 -0 1462 -0 6300 -0 3.349e-06 -0 
