     0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100    101    102    103    104    105    106    107    108    109    110    111    112    113    114    115    116    117    118    119    120    121    122    123    124    125    126    127    128    129    130    131    132    133    134    135    136    137    138    139    140    141    142    143    144    145    146    147    148    149    150    151    152    153    154    155    156    157    158    159    160    161    162    163    164    165    166    167    168    169    170    171    172    173    174    175    176    177    178    179    180    181    182    183    184    185    186    187    188    189    190    191    192 
0 1.15e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1.15e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 1.15e+09 1.918e+08 3.058e+11 1.332e+12 2.384e+11 2.12e+09 3.501e+06 3.512e+06 3.514e+06 3.512e+06 4.956e+14 8.207e+13 6.099e+14 1.858e+12 1.363e+13 8.929e+13 1.658e-30 3.076e-30 4.766e+15 2.69e+15 2.217e+15 1.102e+15 3.904e+15 2.35e+15 1.455e+15 5.684e+14 4.072e+15 9.006e+14 23.2 2.127e+13 1.648e+16 4.556e+12 6.23e+13 5579 5580 5583 5596 4.758e+11 3.058e+11 4.111e+06 1.603e+09 9.12e+09 5596 5600 5613 0.0114 1.213e+17 4.476e+12 6.016e+15 3.314e+14 3.294e+17 4.211e-34 9.141e-34 3.42e+09 1.236e+09 5.88e+08 1.239e+09 2.116e+09 5.88e+08 1.143e+09 1.127e+09 9.97e+08 3.346e+13 4.473e+19 4.545e-66 3.92e-33 4.137e+11 6.076e+11 1.864e+06 1.108e+06 1.675e+08 3.787e+11 4.706e+13 2.5e+12 5603 5604 2.029e+12 1.366e+15 3.378e-92 6.144e-34 9.067e+11 2.796e+11 7.426e+11 1.311e+10 2.797e+11 4.412e+11 1.097e-09 1178 1.187e+13 4.454e+10 5596 5613 8.51e-33 1.033e+12 2.714e+13 7.807e+05 1.458e+07 2.067e+06 1.435e+07 1.792e+06 9.824e+11 9.353e+13 2.018e+13 4.437e+13 5599 6.185e+11 3.63e+11 3.877e+13 5616 9.3e+08 9.846e+09 5.354e+07 1.599e+10 2.469e+08 5.907e+14 153.7 1025 3.644e+15 147 1.615e+17 4.426e+19 1.121e+20 1.538e+16 3.371e+17 9.604e+12 1.96e+11 1.284e+13 3.951e+08 1.064e+11 5.891e-13 1.833e-05 3.475e+08 1.464e+12 1.708e+04 1.072e+07 1.072e+07 1.113e+13 5.245e+09 8.059e-45 5.051e-42 4.951e-44 8.049e-45 7.233e+11 2.113e+17 3.78e+08 0.00252 6.743e-08 7.395e+16 5.492e+04 1.569e+20 1.569e+20 6.114e+14 1.726e+17 3.661e+20 5.542e+08 3.664e+08 1.878e+07 9.379e+12 1.437e+09 1.564e+13 3.532e+11 1.245e+13 5.289e+09 1.766e+11 4.046e+11 1.296e+11 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 1.191e+04 -0 7191 -0 -0 -0 2.551e+04 -0 -0 2.311e+04 -0 1911 -0 7.346e-09 -0 7.655e+09 -0 
3 1.15e+09 1.297e+08 3.555e+11 1.091e+12 1.397e+11 2.338e+07 3.183e+04 3.171e+04 3.169e+04 3.171e+04 5.76e+14 6.051e+11 4.185e+14 1.124e+10 7.675e+12 5.998e+13 1.375e-30 2.465e-30 3.213e+15 1.817e+15 1.485e+15 7.377e+14 2.632e+15 1.582e+15 9.743e+14 3.802e+14 2.748e+15 6.032e+14 13.01 1.456e+13 1.14e+16 3.754e+12 4.349e+13 3799 3797 3795 3785 3.896e+11 1.793e+11 3.373e+06 1.774e+07 1.006e+08 3785 3781 3772 0.01159 1.453e+17 3.19e+12 4.128e+15 2.07e+12 1.914e+17 4.778e-34 7.363e-34 2.313e+09 8.376e+08 3.951e+08 8.363e+08 1.432e+09 3.951e+08 7.682e+08 7.572e+08 6.69e+08 2.735e+13 3.102e+19 5.366e-66 3.879e-33 2.437e+11 5e+11 1.53e+06 9.144e+05 1.847e+06 2.225e+11 3.279e+13 1.733e+12 3780 3779 1.395e+10 9.32e+14 4.628e-92 8.539e-34 1.059e+12 3.25e+11 8.633e+11 1.523e+10 3.248e+11 5.129e+11 1.101e-09 1143 8.234e+12 2.611e+10 3785 3772 5.979e-33 6.099e+11 1.894e+13 6.438e+05 1.196e+07 1.703e+06 1.176e+07 1.471e+06 5.788e+11 6.517e+13 1.405e+13 3.077e+13 3783 5.064e+11 2.125e+11 2.685e+13 3769 4.387e+08 5.773e+09 5.457e+09 1.309e+10 2.476e+08 4.992e+14 127 847.7 2.608e+15 120.6 1.327e+17 3.065e+19 6.575e+19 1.032e+16 1.974e+17 1.149e+13 1.597e+11 8.909e+12 2.657e+08 6.249e+10 2.922e-13 1.288e-07 1.762e+06 8.855e+09 1.164e+04 9.754e+04 9.747e+04 7.942e+10 2.474e+09 9.233e-45 7.748e-44 7.018e-42 9.248e-45 4.269e+11 1.049e+17 2.269e+08 0.00151 4.523e-08 4.571e+16 2.931e+04 9.698e+19 9.698e+19 3.193e+14 8.826e+16 1.873e+20 3.32e+08 2.195e+08 1.125e+07 6.496e+12 8.596e+08 1.082e+13 2.584e+11 8.614e+12 3.097e+09 1.292e+11 2.367e+11 7.591e+10 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 2.163e+04 -0 96.62 -0 -0 -0 4.079e+04 -0 -0 2.867e+04 -0 3556 -0 1.925e-08 -0 1.231e+10 -0 
4 1.151e+09 8.708e+07 2.762e+11 8.968e+11 8.573e+10 1.249e+07 1.729e+05 1.729e+05 1.729e+05 1.729e+05 4.49e+14 8.195e+12 3.088e+14 1.247e+11 4.641e+12 4.055e+13 1.254e-30 2.028e-30 2.146e+15 1.213e+15 9.952e+14 4.945e+14 1.758e+15 1.057e+15 6.531e+14 2.55e+14 1.835e+15 4.043e+14 7.828 1.292e+13 7.775e+15 3.076e+12 2.963e+13 2533 2533 2533 2533 3.203e+11 1.1e+11 2.22e+05 9.462e+06 5.375e+07 2533 2532 2532 0.008213 1.15e+17 2.399e+12 3.046e+15 2.331e+13 1.175e+17 3.775e-34 6.128e-34 1.553e+09 5.62e+08 2.662e+08 5.62e+08 9.612e+08 2.662e+08 5.176e+08 5.102e+08 4.51e+08 2.258e+13 2.128e+19 6.245e-66 2.792e-33 1.491e+11 4.1e+11 1.007e+05 6e+04 9.868e+05 1.363e+11 2.237e+13 1.185e+12 2532 2532 1.948e+11 6.899e+14 3.54e-93 8.144e-34 8.207e+11 2.525e+11 6.707e+11 1.184e+10 2.525e+11 3.985e+11 7.828e-10 797.5 5.63e+12 1.602e+10 2533 2532 4.532e-33 3.728e+11 1.291e+13 4.225e+04 7.872e+05 1.118e+05 7.743e+05 9.679e+04 3.541e+11 4.445e+13 9.586e+12 2.104e+13 2533 4.164e+11 1.305e+11 1.837e+13 2532 2.373e+08 3.541e+09 3.459e+06 1.08e+10 1.992e+07 4.18e+14 8.326 693.1 1.816e+15 7.936 1.092e+17 2.103e+19 3.752e+19 6.979e+15 1.215e+17 2.96e+12 1.058e+10 4.893e+11 1.438e+07 3.077e+09 2.37e-13 1.967e-06 1.749e+07 9.826e+10 7757 5.296e+05 5.296e+05 1.091e+12 1.339e+09 7.177e-45 4.9e-43 5.266e-44 7.177e-45 2.609e+11 5.365e+16 1.085e+07 0.0008997 3.04e-08 2.774e+16 1.55e+04 5.885e+19 5.885e+19 1.739e+14 4.948e+16 1.05e+20 1.978e+08 1.308e+08 6.704e+06 4.445e+12 5.126e+08 7.408e+12 1.509e+10 5.897e+12 1.901e+09 7.546e+09 1.454e+11 4.659e+10 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 3.149e+04 -0 2094 -0 -0 -0 5.518e+04 -0 -0 3.386e+04 -0 5324 -0 4.335e-08 -0 1.597e+10 -0 
5 1.151e+09 5.853e+07 2.149e+11 7.351e+11 5.474e+10 2.381e+07 1.995e+05 1.995e+05 1.995e+05 1.995e+05 3.495e+14 2.838e+12 2.354e+14 3.542e+10 2.902e+12 2.727e+13 9.794e-31 1.663e-30 1.439e+15 8.136e+14 6.676e+14 3.317e+14 1.179e+15 7.093e+14 4.381e+14 1.711e+14 1.231e+15 2.712e+14 4.886 1.059e+13 5.292e+15 2.521e+12 2.02e+13 1702 1702 1702 1702 2.625e+11 7.021e+10 2.463e+05 1.803e+07 1.024e+08 1702 1702 1702 0.006073 9.078e+16 1.869e+12 2.322e+15 6.713e+12 7.45e+16 2.94e-34 5.027e-34 1.044e+09 3.777e+08 1.789e+08 3.777e+08 6.461e+08 1.789e+08 3.479e+08 3.43e+08 3.032e+08 1.852e+13 1.451e+19 5.673e-66 2.065e-33 9.519e+10 3.36e+11 1.117e+05 6.658e+04 1.881e+06 8.702e+10 1.525e+13 8.081e+11 1702 1702 6.752e+10 5.26e+14 4.571e-93 7.75e-34 6.385e+11 1.965e+11 5.219e+11 9.21e+09 1.965e+11 3.101e+11 5.795e-10 577.5 3.838e+12 1.023e+10 1702 1702 3.531e-33 2.38e+11 8.799e+12 4.689e+04 8.736e+05 1.241e+05 8.593e+05 1.074e+05 2.261e+11 3.03e+13 6.535e+12 1.434e+13 1702 3.413e+11 8.329e+10 1.252e+13 1702 1.38e+08 2.261e+09 6.042e+05 8.857e+09 2.697e+07 3.476e+14 9.238 568 1.256e+15 8.807 8.953e+16 1.434e+19 2.128e+19 4.691e+15 7.758e+16 1.621e+12 1.174e+10 4.516e+11 1.308e+07 2.66e+09 1.621e-13 6.494e-07 4.618e+06 2.79e+10 5211 6.111e+05 6.111e+05 3.78e+11 7.782e+08 5.598e-45 6.564e-43 6.464e-45 5.598e-45 1.666e+11 2.849e+16 8.812e+06 0.0005396 2.043e-08 1.688e+16 8298 3.581e+19 3.581e+19 9.911e+13 3.001e+16 6.368e+19 1.186e+08 7.844e+07 4.021e+06 3.03e+12 3.075e+08 5.05e+12 1.495e+10 4.02e+12 1.214e+09 7.474e+09 9.281e+10 2.975e+10 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 3.942e+04 -0 1064 -0 -0 -0 6.699e+04 -0 -0 3.816e+04 -0 6830 -0 9.455e-08 -0 1.784e+10 -0 
6 1.151e+09 3.917e+07 1.723e+11 5.993e+11 3.562e+10 5.176e+05 8790 8790 8790 8790 2.79e+14 7.06e+09 1.812e+14 7.234e+07 1.833e+12 1.817e+13 7.785e-31 1.354e-30 9.661e+14 5.46e+14 4.48e+14 2.226e+14 7.914e+14 4.76e+14 2.94e+14 1.148e+14 8.261e+14 1.82e+14 3.096 8.591e+12 3.593e+15 2.056e+12 1.374e+13 1144 1144 1144 1144 2.14e+11 4.569e+10 8.171e+04 3.921e+05 2.227e+06 1144 1144 1144 0.004715 7.362e+16 1.475e+12 1.788e+15 1.393e+10 4.783e+16 2.345e-34 4.078e-34 6.985e+08 2.528e+08 1.197e+08 2.528e+08 4.324e+08 1.197e+08 2.328e+08 2.295e+08 2.029e+08 1.503e+13 9.824e+18 5.365e-66 1.602e-33 6.195e+10 2.74e+11 3.706e+04 2.209e+04 4.089e+04 5.663e+10 1.037e+13 5.494e+11 1144 1144 1.678e+08 4.048e+14 1.808e-93 7.535e-34 5.12e+11 1.575e+11 4.185e+11 7.385e+09 1.575e+11 2.486e+11 4.498e-10 437.1 2.61e+12 6.654e+09 1144 1144 2.785e-33 1.549e+11 5.983e+12 1.555e+04 2.898e+05 4.116e+04 2.85e+05 3.563e+04 1.471e+11 2.06e+13 4.443e+12 9.752e+12 1144 2.783e+11 5.42e+10 8.516e+12 1144 8.267e+07 1.471e+09 8.491e+06 7.189e+09 1.085e+07 2.866e+14 3.065 463.1 8.639e+14 2.922 7.26e+16 9.694e+18 1.2e+19 3.121e+15 5.02e+16 1.538e+12 3.872e+09 1.242e+11 3.542e+06 7.003e+08 1.091e-13 1.576e-09 8944 5.698e+07 3503 2.692e+04 2.692e+04 9.399e+08 4.663e+08 4.487e-45 3.448e-44 2.195e-43 4.487e-45 1.084e+11 1.538e+16 2.149e+06 0.0003253 1.373e-08 1.029e+16 4485 2.183e+19 2.183e+19 5.783e+13 1.891e+16 4.011e+19 7.152e+07 4.728e+07 2.424e+06 2.06e+12 1.853e+08 3.434e+12 4.446e+09 2.733e+12 7.898e+08 2.223e+09 6.04e+10 1.936e+10 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 4.414e+04 -0 3.662 -0 -0 -0 7.444e+04 -0 -0 4.122e+04 -0 7819 -0 1.989e-07 -0 1.792e+10 -0 
7 1.152e+09 2.612e+07 1.381e+11 4.867e+11 2.324e+10 1.276e+05 1114 1114 1114 1114 2.217e+14 1.977e+09 1.391e+14 1.663e+07 1.156e+12 1.201e+13 6.215e-31 1.097e-30 6.488e+14 3.667e+14 3.009e+14 1.495e+14 5.314e+14 3.197e+14 1.974e+14 7.71e+13 5.547e+14 1.222e+14 1.965 6.96e+12 2.43e+15 1.669e+12 9.304e+12 769.3 769.3 769.3 769.2 1.738e+11 2.981e+10 1.068e+05 9.661e+04 5.487e+05 769.3 769.3 769.2 0.003666 5.942e+16 1.162e+12 1.372e+15 3.253e+09 3.062e+16 1.863e-34 3.283e-34 4.658e+08 1.686e+08 7.985e+07 1.686e+08 2.884e+08 7.985e+07 1.553e+08 1.531e+08 1.353e+08 1.21e+13 6.599e+18 5.103e-66 1.245e-33 4.042e+10 2.225e+11 4.844e+04 2.887e+04 1.008e+04 3.695e+10 7.023e+12 3.722e+11 769.3 769.3 4.696e+07 3.107e+14 2.812e-93 7.286e-34 4.103e+11 1.262e+11 3.353e+11 5.917e+09 1.262e+11 1.992e+11 3.496e-10 331 1.768e+12 4.342e+09 769.2 769.2 2.194e-33 1.011e+11 4.053e+12 2.033e+04 3.788e+05 5.38e+04 3.726e+05 4.657e+04 9.6e+10 1.396e+13 3.01e+12 6.606e+12 769.3 2.26e+11 3.537e+10 5.769e+12 769.2 4.966e+07 9.6e+08 2.546e+07 5.79e+09 1.713e+07 2.345e+14 4.006 376.1 5.895e+14 3.819 5.839e+16 6.503e+18 6.713e+18 2.062e+15 3.244e+16 5.696e+11 5.012e+09 1.341e+11 3.765e+06 7.284e+08 7.357e-14 4.345e-10 1960 1.31e+07 2356 3413 3413 2.631e+08 2.801e+08 3.593e-45 5.205e-45 4.032e-43 3.593e-45 7.074e+10 8.287e+15 2.074e+06 0.000197 9.233e-09 6.277e+15 2446 1.332e+19 1.332e+19 3.398e+13 1.197e+16 2.54e+19 4.331e+07 2.863e+07 1.468e+06 1.396e+12 1.122e+08 2.326e+12 5.234e+09 1.852e+12 5.154e+08 2.617e+09 3.941e+10 1.263e+10 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 4.556e+04 -0 1.367 -0 -0 -0 7.663e+04 -0 -0 4.302e+04 -0 8333 -0 3.723e-07 -0 1.665e+10 -0 
8 1.152e+09 1.737e+07 1.094e+11 3.941e+11 1.51e+10 2.178e+06 3.242e+04 3.242e+04 3.242e+04 3.242e+04 1.736e+14 2.459e+11 1.06e+14 1.7e+09 7.233e+11 7.901e+12 4.935e-31 8.878e-31 4.36e+14 2.464e+14 2.022e+14 1.005e+14 3.572e+14 2.148e+14 1.327e+14 5.181e+13 3.728e+14 8.214e+13 1.243 5.639e+12 1.636e+15 1.352e+12 6.27e+12 517.5 517.5 517.5 517.5 1.407e+11 1.936e+10 4.217e+04 1.649e+06 9.368e+06 517.5 517.5 517.5 0.002803 4.715e+16 9.084e+11 1.045e+15 3.367e+11 1.941e+16 1.46e-34 2.629e-34 3.098e+08 1.121e+08 5.312e+07 1.121e+08 1.918e+08 5.312e+07 1.033e+08 1.018e+08 9e+07 9.69e+12 4.396e+18 4.787e-66 9.526e-34 2.626e+10 1.802e+11 1.912e+04 1.14e+04 1.72e+05 2.4e+10 4.732e+12 2.508e+11 517.5 517.5 5.844e+09 2.367e+14 1.309e-93 6.951e-34 3.25e+11 1e+11 2.656e+11 4.687e+09 1e+11 1.578e+11 2.675e-10 246.7 1.191e+12 2.821e+09 517.5 517.5 1.716e-33 6.564e+10 2.731e+12 8027 1.496e+05 2.124e+04 1.471e+05 1.839e+04 6.236e+10 9.405e+12 2.028e+12 4.451e+12 517.5 1.83e+11 2.297e+10 3.887e+12 517.5 2.958e+07 6.236e+08 1.721e+05 4.635e+09 8.138e+06 1.902e+14 1.582 304.5 3.978e+14 1.508 4.666e+16 4.326e+18 3.716e+18 1.354e+15 2.08e+16 2.597e+11 1.953e+09 4.351e+10 1.206e+06 2.277e+08 4.977e-14 5.307e-08 1.906e+05 1.339e+09 1585 9.929e+04 9.929e+04 3.274e+10 1.668e+08 2.848e-45 1.784e-43 5.471e-45 2.848e-45 4.595e+10 4.422e+15 6.074e+05 0.0001198 6.212e-09 3.825e+15 1346 8.116e+18 8.116e+18 1.996e+13 7.508e+15 1.593e+19 2.635e+07 1.742e+07 8.929e+05 9.405e+11 6.828e+07 1.567e+12 1.869e+09 1.248e+12 3.348e+08 9.343e+08 2.56e+10 8.205e+09 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 4.433e+04 -0 222.2 -0 -0 -0 7.398e+04 -0 -0 4.381e+04 -0 9486 -0 5.972e-07 -0 1.465e+10 -0 
9 1.152e+09 1.151e+07 8.61e+10 3.176e+11 9.75e+09 2.427e+06 2.854e+04 2.854e+04 2.854e+04 2.854e+04 1.346e+14 1.9e+11 7.978e+13 1.08e+09 4.476e+11 5.152e+12 3.887e-31 7.161e-31 2.933e+14 1.657e+14 1.36e+14 6.758e+13 2.402e+14 1.445e+14 8.925e+13 3.485e+13 2.507e+14 5.525e+13 0.7805 4.542e+12 1.095e+15 1.089e+12 4.202e+12 348.3 348.3 348.3 348.3 1.134e+11 1.251e+10 3.593e+04 1.838e+06 1.044e+07 348.3 348.3 348.3 0.002117 3.696e+16 7.025e+11 7.87e+14 2.164e+11 1.215e+16 1.131e-34 2.086e-34 2.053e+08 7.429e+07 3.519e+07 7.429e+07 1.271e+08 3.519e+07 6.843e+07 6.745e+07 5.963e+07 7.688e+12 2.9e+18 4.416e-66 7.196e-34 1.696e+10 1.452e+11 1.63e+04 9714 1.917e+05 1.55e+10 3.172e+12 1.681e+11 348.3 348.3 4.517e+09 1.782e+14 1.308e-93 6.563e-34 2.559e+11 7.872e+10 2.091e+11 3.69e+09 7.872e+10 1.242e+11 2.022e-10 181.5 7.984e+11 1.821e+09 348.3 348.3 1.327e-33 4.239e+10 1.83e+12 6840 1.274e+05 1.81e+04 1.253e+05 1.567e+04 4.027e+10 6.303e+12 1.359e+12 2.984e+12 348.3 1.475e+11 1.484e+10 2.605e+12 348.3 1.737e+07 4.027e+08 7.628e+04 3.677e+09 8.304e+06 1.526e+14 1.348 245.5 2.655e+14 1.285 3.695e+16 2.848e+18 2.035e+18 8.811e+14 1.32e+16 1.389e+11 1.635e+09 3.029e+10 8.296e+05 1.528e+08 3.334e-14 4.007e-08 1.149e+05 8.506e+08 1067 8.742e+04 8.742e+04 2.531e+10 9.796e+07 2.246e-45 1.84e-43 2.244e-45 2.246e-45 2.967e+10 2.333e+15 3.854e+05 7.32e-05 4.181e-09 2.327e+15 746.1 4.937e+18 4.937e+18 1.17e+13 4.652e+15 9.87e+18 1.61e+07 1.064e+07 5.454e+05 6.303e+11 4.171e+07 1.051e+12 1.445e+09 8.362e+11 2.162e+08 7.225e+08 1.653e+10 5.299e+09 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 -0 4.129e+04 -0 223.6 -0 -0 -0 6.783e+04 -0 -0 4.39e+04 -0 1.617e+04 -0 8.276e-07 -0 1.239e+10 -0 
